id,is_fraud,days_since_policy_start,claim_amount,num_prior_claims_12mo,submission_delay_days,incident_time_of_day,provider_claim_frequency,claim_vs_policy_limit_ratio
TRAIN-04900,False,98,68133.76,1,85,11,4,1.146
TRAIN-04901,False,334,32272.71,0,5,14,1,0.356
TRAIN-04902,False,181,67832.14,1,83,13,1,0.955
TRAIN-04903,False,189,43621.59,0,10,19,3,0.628
TRAIN-04904,False,346,6525.18,0,31,15,4,0.083
TRAIN-04905,False,178,1009.32,1,83,6,2,0.019
TRAIN-04906,False,286,41592.61,2,38,15,3,0.588
TRAIN-04907,False,205,15237.57,0,48,22,2,0.157
TRAIN-04908,False,65,57767.92,0,1,16,6,1.113
TRAIN-04909,False,313,58695.11,0,35,17,1,1.551
TRAIN-04910,False,190,43911.07,0,25,12,4,0.544
TRAIN-04911,False,314,5515.41,0,74,19,1,0.072
TRAIN-04912,False,57,69093.56,2,12,6,3,1.108
TRAIN-04913,False,176,8490.47,0,54,13,2,0.164
TRAIN-04914,False,310,1231.32,3,3,14,1,0.029
TRAIN-04915,False,73,10979.68,0,53,21,5,0.131
TRAIN-04916,False,239,65193.95,4,90,12,6,0.75
TRAIN-04917,False,89,16627.71,3,14,10,2,0.286
TRAIN-04918,False,270,61292.57,2,72,13,2,0.684
TRAIN-04919,False,346,33512.46,2,40,10,7,0.986
TRAIN-04920,False,83,33372.07,0,74,19,1,0.374
TRAIN-04921,False,112,5739.6,0,26,13,10,0.175
TRAIN-04922,False,9,74725.21,1,20,13,1,1.302
TRAIN-04923,False,172,58719.49,1,33,6,1,0.682
TRAIN-04924,False,273,7616.6,3,31,19,1,0.079
TRAIN-04925,False,48,50974.51,4,16,8,2,1.065
TRAIN-04926,False,362,19335.62,1,57,7,1,0.433
TRAIN-04927,False,217,5169.75,1,60,23,2,0.061
TRAIN-04928,False,99,14186.9,0,72,21,5,0.159
TRAIN-04929,False,108,50023.12,4,35,12,3,0.669
TRAIN-04930,False,131,16371.86,0,39,10,1,0.293
TRAIN-04931,False,34,65373.75,3,37,18,1,2.524
TRAIN-04932,False,150,8734.12,0,43,17,2,0.108
TRAIN-04933,False,293,23107.88,0,60,10,3,0.668
TRAIN-04934,False,119,44961.3,0,88,20,1,1.433
TRAIN-04935,False,194,59720.86,0,66,23,7,0.897
TRAIN-04936,False,284,68013.62,3,62,19,2,1.176
TRAIN-04937,False,190,64925.23,0,61,20,3,1.873
TRAIN-04938,False,110,45682.12,0,73,13,3,0.624
TRAIN-04939,False,83,3608.12,1,28,7,1,0.107
TRAIN-04940,False,130,24271.84,2,52,22,5,0.775
TRAIN-04941,False,234,62208.29,0,14,23,3,0.814
TRAIN-04942,False,256,72157.11,1,51,15,4,2.577
TRAIN-04943,False,321,47709.28,0,62,16,2,0.667
TRAIN-04944,False,292,8400.21,5,81,16,1,0.155
TRAIN-04945,False,72,2956.13,4,39,12,4,0.043
TRAIN-04946,False,230,6545.69,1,32,6,7,0.156
TRAIN-04947,False,161,63634.28,3,1,10,8,0.791
TRAIN-04948,False,326,6065.41,0,58,23,3,0.156
TRAIN-04949,False,352,67201.87,0,83,17,4,0.823
TRAIN-04950,False,345,24310.98,0,4,20,4,0.259
TRAIN-04951,False,363,44714.37,1,59,22,5,0.684
TRAIN-04952,False,301,69571.08,0,17,9,4,2.544
TRAIN-04953,False,20,34437.13,0,85,6,6,1.293
TRAIN-04954,False,317,23621.5,2,8,9,4,0.501
TRAIN-04955,False,55,51762.16,0,62,23,3,0.563
TRAIN-04956,False,144,7560.99,3,88,15,3,0.136
TRAIN-04957,False,42,39375.34,0,34,10,7,1.143
TRAIN-04958,False,150,22896.12,4,63,7,3,0.341
TRAIN-04959,False,213,35516.41,0,2,9,2,0.592
TRAIN-04960,False,8,17704.32,0,59,7,3,0.238
TRAIN-04961,False,115,59044.35,0,31,10,2,1.11
TRAIN-04962,False,217,58064.5,1,78,21,3,1.313
TRAIN-04963,False,348,4958.22,0,7,14,4,0.118
TRAIN-04964,False,52,60308.53,1,76,22,7,0.887
TRAIN-04965,False,134,30593.78,1,36,20,1,0.343
TRAIN-04966,False,63,8343.52,4,24,7,1,0.147
TRAIN-04967,False,148,18757.05,0,33,17,3,0.218
TRAIN-04968,False,50,38502.79,0,59,17,3,0.417
TRAIN-04969,False,244,4736.78,0,30,20,1,0.059
TRAIN-04970,False,80,26880.43,0,87,21,1,0.274
TRAIN-04971,False,353,25129.98,0,40,8,5,0.333
TRAIN-04972,False,106,9698.68,3,33,9,3,0.289
TRAIN-04973,False,14,48185.79,0,1,21,1,0.6
TRAIN-04974,False,333,43937.79,0,4,17,5,1.149
TRAIN-04975,False,346,23542.25,0,54,20,3,0.245
TRAIN-04976,False,188,61314.51,1,85,10,2,1.079
TRAIN-04977,False,64,62522.69,0,87,16,3,0.873
TRAIN-04978,False,313,23675.69,2,52,8,2,0.267
TRAIN-04979,False,169,23936.48,1,40,23,8,0.434
TRAIN-04980,False,66,54127.83,1,7,23,1,0.609
TRAIN-04981,False,298,61368.55,2,4,11,4,1.753
TRAIN-04982,False,178,41859.45,1,44,22,1,1.034
TRAIN-04983,False,343,55392.32,1,82,11,2,2.031
TRAIN-04984,False,15,69491.27,1,5,21,4,1.101
TRAIN-04985,False,300,51616.37,3,57,12,2,0.614
TRAIN-04986,False,151,68449.13,0,35,21,2,1.119
TRAIN-04987,False,147,58506.07,0,49,14,4,1.348
TRAIN-04988,False,157,32321.78,3,6,19,1,0.478
TRAIN-04989,False,262,69332.67,0,69,19,1,0.86
TRAIN-04990,False,235,27629.51,0,26,21,2,0.656
TRAIN-04991,False,288,26696.9,2,37,18,1,0.82
TRAIN-04992,False,63,2149.38,3,3,20,1,0.041
TRAIN-04993,False,182,54969.85,1,5,8,4,1.861
TRAIN-04994,False,315,64155.36,3,18,14,2,1.106
TRAIN-04995,False,74,30086.85,0,85,9,4,0.637
TRAIN-04996,False,64,51580.01,2,27,10,2,0.7
TRAIN-04997,False,119,56339.19,5,74,15,1,0.776
TRAIN-04998,False,261,70114.44,0,34,10,2,1.031
TRAIN-04999,False,80,51583.09,0,11,21,3,1.15
TRAIN-05000,False,213,54580.2,0,39,17,4,1.059
TRAIN-05001,False,234,55111.92,3,22,20,4,0.694
TRAIN-05002,False,253,53367.48,0,84,10,2,1.618
TRAIN-05003,False,118,10387.85,0,87,14,6,0.28
TRAIN-05004,False,308,72391.82,0,85,10,2,2.215
TRAIN-05005,False,210,68900.09,0,3,14,8,1.502
TRAIN-05006,False,200,25558.55,0,10,11,3,0.603
TRAIN-05007,False,41,71796.63,4,44,6,7,0.92
TRAIN-05008,False,68,40126.33,1,4,21,4,0.856
TRAIN-05009,False,326,25718.99,0,67,10,2,0.271
TRAIN-05010,False,216,37032.43,2,23,12,3,0.758
TRAIN-05011,False,136,16668.21,2,81,20,1,0.198
TRAIN-05012,False,226,39242.21,0,53,11,1,0.405
TRAIN-05013,False,62,3559.29,0,0,21,2,0.095
TRAIN-05014,False,132,14931.4,1,32,22,2,0.164
TRAIN-05015,False,342,59153.66,5,43,12,5,1.964
TRAIN-05016,False,183,35992.0,0,3,17,1,0.537
TRAIN-05017,False,287,14993.63,1,28,6,3,0.222
TRAIN-05018,False,186,4354.6,1,29,20,2,0.05
TRAIN-05019,False,117,8356.05,0,60,12,6,0.183
TRAIN-05020,False,44,55784.72,1,6,11,3,0.945
TRAIN-05021,False,192,45687.02,3,89,6,2,0.817
TRAIN-05022,False,10,519.27,0,19,11,1,0.007
TRAIN-05023,False,245,6861.67,0,15,22,3,0.084
TRAIN-05024,False,143,26364.13,0,82,16,3,0.318
TRAIN-05025,False,68,17976.0,0,41,22,4,0.187
TRAIN-05026,False,59,34788.18,1,79,6,1,0.875
TRAIN-05027,False,283,39670.22,0,55,6,6,0.858
TRAIN-05028,False,35,35131.84,0,35,9,7,0.37
TRAIN-05029,False,25,33555.79,1,54,21,3,0.527
TRAIN-05030,False,249,24678.37,2,43,6,3,0.362
TRAIN-05031,False,50,23122.73,0,79,20,1,0.53
TRAIN-05032,False,212,46840.83,2,16,20,1,0.819
TRAIN-05033,False,174,8276.61,4,36,10,1,0.098
TRAIN-05034,False,116,49021.92,0,84,16,6,0.644
TRAIN-05035,False,353,19814.15,1,13,21,5,0.445
TRAIN-05036,False,100,69715.48,1,25,15,1,0.832
TRAIN-05037,False,194,33960.37,4,56,23,6,0.507
TRAIN-05038,False,356,31750.16,1,89,17,2,0.543
TRAIN-05039,False,318,6115.54,2,6,18,3,0.064
TRAIN-05040,False,235,48262.43,5,37,8,2,0.672
TRAIN-05041,False,335,43640.25,1,40,12,2,1.509
TRAIN-05042,False,82,21266.1,0,14,19,4,0.411
TRAIN-05043,False,344,45023.89,5,33,13,9,0.778
TRAIN-05044,False,8,20645.34,0,5,21,3,0.515
TRAIN-05045,False,177,5586.28,1,57,17,2,0.082
TRAIN-05046,False,222,67545.16,4,17,7,5,0.814
TRAIN-05047,False,113,50283.16,4,20,21,7,0.517
TRAIN-05048,False,255,9276.83,0,61,11,9,0.254
TRAIN-05049,False,128,862.04,1,43,20,3,0.01
TRAIN-05050,False,179,59181.54,0,29,10,4,1.532
TRAIN-05051,False,199,28858.98,0,69,6,5,0.577
TRAIN-05052,False,252,60934.22,0,83,7,3,1.508
TRAIN-05053,False,104,67689.62,0,31,18,2,1.728
TRAIN-05054,False,302,38910.92,1,68,14,3,0.512
TRAIN-05055,False,228,64997.84,3,3,21,5,1.141
TRAIN-05056,False,13,37654.62,4,12,14,4,0.864
TRAIN-05057,False,228,2838.32,0,35,8,4,0.038
TRAIN-05058,False,159,66934.42,0,49,23,2,0.898
TRAIN-05059,False,327,62031.45,4,30,22,6,1.045
TRAIN-05060,False,96,65686.48,4,61,21,4,0.751
TRAIN-05061,False,167,19495.02,0,64,19,2,0.303
TRAIN-05062,False,149,57143.31,2,39,8,1,0.926
TRAIN-05063,False,186,66237.21,1,32,9,4,0.942
TRAIN-05064,False,257,35524.38,1,90,14,3,0.937
TRAIN-05065,False,325,12496.98,0,28,22,6,0.145
TRAIN-05066,False,82,9639.14,1,3,6,2,0.111
TRAIN-05067,False,109,64656.84,0,89,6,1,1.422
TRAIN-05068,False,262,19763.28,2,53,20,6,0.323
TRAIN-05069,False,187,62338.56,2,14,20,3,1.165
TRAIN-05070,False,4,22604.22,1,75,13,3,0.246
TRAIN-05071,False,206,51578.85,2,47,20,3,0.834
TRAIN-05072,False,342,70985.22,2,51,17,5,0.899
TRAIN-05073,False,198,30364.87,0,50,7,3,0.882
TRAIN-05074,False,257,50505.46,4,82,10,3,1.045
TRAIN-05075,False,165,69529.73,0,46,7,1,0.969
TRAIN-05076,False,266,37385.54,0,71,22,2,1.045
TRAIN-05077,False,185,22781.93,0,21,6,2,0.298
TRAIN-05078,False,284,27455.25,0,77,11,3,0.421
TRAIN-05079,False,348,17795.89,1,87,14,1,0.333
TRAIN-05080,False,246,10907.1,1,55,12,3,0.251
TRAIN-05081,False,45,19642.26,0,11,23,3,0.196
TRAIN-05082,False,123,18515.18,0,10,9,6,0.218
TRAIN-05083,False,261,20081.96,0,45,14,2,0.408
TRAIN-05084,False,268,37612.37,0,89,15,2,0.555
TRAIN-05085,False,54,26098.41,0,52,20,7,0.512
TRAIN-05086,False,363,71550.55,0,9,20,7,0.786
TRAIN-05087,False,103,48937.44,1,11,13,2,0.501
TRAIN-05088,False,218,68583.12,1,31,12,5,1.044
TRAIN-05089,False,295,26977.39,3,68,19,3,0.896
TRAIN-05090,False,335,40274.41,0,87,18,6,0.523
TRAIN-05091,False,308,46297.23,1,14,19,1,0.517
TRAIN-05092,False,309,23335.65,1,90,11,3,0.428
TRAIN-05093,False,351,70221.49,0,55,22,5,0.8
TRAIN-05094,False,249,72474.57,1,55,21,3,0.825
TRAIN-05095,False,25,7238.96,3,16,21,5,0.103
TRAIN-05096,False,30,51135.81,5,40,10,5,1.308
TRAIN-05097,False,339,34337.64,0,16,9,4,0.403
TRAIN-05098,False,327,6104.75,0,35,17,4,0.114
TRAIN-05099,False,157,61255.45,2,53,11,1,1.912
TRAIN-05100,False,173,32164.21,0,30,12,9,0.625
TRAIN-05101,False,268,12096.59,0,16,18,1,0.281
TRAIN-05102,False,276,7305.1,0,30,7,3,0.15
TRAIN-05103,False,305,56875.46,3,8,14,6,1.922
TRAIN-05104,False,145,39926.86,0,44,7,2,0.758
TRAIN-05105,False,308,16320.69,3,23,22,1,0.237
TRAIN-05106,False,290,45803.56,1,17,14,1,0.961
TRAIN-05107,False,104,6909.9,4,1,20,2,0.092
TRAIN-05108,False,90,18052.92,0,88,13,7,0.52
TRAIN-05109,False,251,35866.28,1,62,19,2,0.81
TRAIN-05110,False,204,5332.93,0,45,21,7,0.106
TRAIN-05111,False,159,42027.51,0,59,9,1,0.775
TRAIN-05112,False,220,8378.58,3,31,12,4,0.123
TRAIN-05113,False,66,45737.63,0,90,7,5,0.471
TRAIN-05114,False,178,4885.75,1,26,14,5,0.117
TRAIN-05115,False,128,42919.85,1,60,23,8,0.586
TRAIN-05116,False,170,38066.37,3,57,21,1,0.489
TRAIN-05117,False,290,5705.37,0,77,7,1,0.061
TRAIN-05118,False,353,45238.31,0,56,17,3,0.67
TRAIN-05119,False,186,23971.84,2,11,15,5,0.765
TRAIN-05120,False,46,31895.97,2,22,7,5,0.409
TRAIN-05121,False,335,54262.52,0,11,7,1,1.187
TRAIN-05122,False,129,14624.44,0,27,18,1,0.334
TRAIN-05123,False,83,56281.78,1,53,8,1,1.533
TRAIN-05124,False,363,1055.43,0,80,10,1,0.012
TRAIN-05125,False,227,30149.02,1,40,11,2,1.057
TRAIN-05126,False,322,38291.68,3,57,23,2,0.626
TRAIN-05127,False,29,45318.07,0,69,17,1,1.738
TRAIN-05128,False,302,3732.37,0,54,12,3,0.105
TRAIN-05129,False,264,54950.88,1,60,20,6,1.187
TRAIN-05130,False,190,41588.9,0,21,23,3,0.427
TRAIN-05131,False,335,2571.84,0,53,12,1,0.033
TRAIN-05132,False,194,26851.18,2,85,19,5,0.415
TRAIN-05133,False,34,25396.77,2,25,16,1,0.524
TRAIN-05134,False,105,23861.87,5,8,22,2,0.284
TRAIN-05135,False,256,29993.31,2,45,17,6,0.539
TRAIN-05136,False,211,1439.23,2,81,13,4,0.025
TRAIN-05137,False,162,11931.74,1,50,14,2,0.164
TRAIN-05138,False,46,1148.5,0,16,16,1,0.026
TRAIN-05139,False,181,36256.81,1,47,12,2,1.042
TRAIN-05140,False,249,30039.16,0,8,15,1,0.525
TRAIN-05141,False,110,4777.61,1,60,7,2,0.115
TRAIN-05142,False,250,12066.54,1,18,9,1,0.145
TRAIN-05143,False,186,48058.88,0,85,12,3,1.283
TRAIN-05144,False,327,28011.41,0,86,15,3,0.303
TRAIN-05145,False,286,19892.34,1,55,16,1,0.684
TRAIN-05146,False,280,35353.91,4,84,15,4,0.64
TRAIN-05147,False,352,46965.82,0,56,22,1,0.983
TRAIN-05148,False,221,73550.39,0,39,23,1,0.777
TRAIN-05149,False,3,51160.54,1,39,12,2,0.813
TRAIN-05150,False,350,55883.53,4,2,22,2,0.816
TRAIN-05151,False,172,59141.16,1,73,21,4,1.11
TRAIN-05152,False,290,56433.2,0,18,16,2,0.655
TRAIN-05153,False,250,18756.05,4,52,23,5,0.266
TRAIN-05154,False,85,35781.46,0,87,14,2,0.907
TRAIN-05155,False,345,51155.32,0,32,19,2,1.555
TRAIN-05156,False,181,7959.69,4,76,18,1,0.278
TRAIN-05157,False,194,65321.62,0,64,23,2,0.812
TRAIN-05158,False,267,52307.07,4,78,11,1,1.194
TRAIN-05159,False,131,66767.29,2,87,17,1,0.69
TRAIN-05160,False,319,53192.09,1,11,13,3,1.17
TRAIN-05161,False,288,73138.76,0,83,13,5,1.111
TRAIN-05162,False,279,2560.62,0,24,14,2,0.037
TRAIN-05163,False,70,48582.4,2,26,21,8,0.692
TRAIN-05164,False,127,47557.01,1,0,8,4,0.524
TRAIN-05165,False,82,69813.3,0,49,12,1,0.848
TRAIN-05166,False,93,2815.41,1,30,9,2,0.068
TRAIN-05167,False,100,18556.26,3,81,12,3,0.396
TRAIN-05168,False,3,44726.71,0,21,21,1,1.032
TRAIN-05169,False,282,44812.92,1,23,7,5,1.157
TRAIN-05170,False,179,45527.44,3,31,9,3,0.769
TRAIN-05171,False,326,24354.91,4,89,6,1,0.958
TRAIN-05172,False,54,49383.8,1,10,20,2,0.974
TRAIN-05173,False,109,61651.74,0,37,15,2,1.392
TRAIN-05174,False,112,58919.77,1,61,9,2,1.935
TRAIN-05175,False,146,54049.31,0,79,9,1,0.55
TRAIN-05176,False,30,67394.24,2,57,6,1,1.896
TRAIN-05177,False,96,68005.46,3,6,7,3,0.916
TRAIN-05178,False,267,1220.44,3,25,15,3,0.018
TRAIN-05179,False,59,13814.73,0,14,18,3,0.532
TRAIN-05180,False,192,64653.52,3,27,11,1,2.106
TRAIN-05181,False,120,10843.01,2,44,11,4,0.201
TRAIN-05182,False,185,11492.88,3,20,8,1,0.355
TRAIN-05183,False,240,42517.96,2,21,22,7,0.526
TRAIN-05184,False,86,66845.03,1,3,9,4,2.138
TRAIN-05185,False,229,38162.48,0,55,20,4,0.473
TRAIN-05186,False,211,55395.69,4,0,11,2,1.108
TRAIN-05187,False,260,30074.78,0,21,19,2,0.36
TRAIN-05188,False,88,13248.18,1,38,8,2,0.155
TRAIN-05189,False,174,16049.32,3,36,6,2,0.403
TRAIN-05190,False,312,39381.99,2,7,16,1,0.801
TRAIN-05191,False,164,695.85,0,40,11,2,0.012
TRAIN-05192,False,251,33770.28,0,63,22,1,0.573
TRAIN-05193,False,252,4188.57,0,83,13,10,0.057
TRAIN-05194,False,202,20808.83,0,5,16,7,0.491
TRAIN-05195,False,168,53982.52,0,63,11,2,0.914
TRAIN-05196,False,305,73651.62,0,17,23,1,2.734
TRAIN-05197,False,354,41262.19,0,1,17,1,0.507
TRAIN-05198,False,33,62068.07,0,54,12,5,0.954
TRAIN-05199,False,38,66491.72,1,46,6,1,2.365
TRAIN-05200,False,162,5284.09,2,81,14,5,0.087
TRAIN-05201,False,40,54066.63,1,85,18,1,1.052
TRAIN-05202,False,226,42722.15,4,71,18,7,0.591
TRAIN-05203,False,46,12682.81,4,32,7,2,0.17
TRAIN-05204,False,13,23438.97,0,87,8,7,0.357
TRAIN-05205,False,337,39330.56,1,15,9,10,0.409
TRAIN-05206,False,141,61660.48,0,52,21,4,1.118
TRAIN-05207,False,225,31498.92,0,43,10,1,0.573
TRAIN-05208,False,15,7684.28,0,19,9,2,0.16
TRAIN-05209,False,39,69932.96,1,59,7,1,1.919
TRAIN-05210,False,106,41856.35,0,44,13,2,0.666
TRAIN-05211,False,84,33311.88,2,41,12,4,1.131
TRAIN-05212,False,181,47890.27,1,23,23,1,0.712
TRAIN-05213,False,243,58896.1,0,64,21,1,0.992
TRAIN-05214,False,88,46645.24,3,24,12,3,0.924
TRAIN-05215,False,242,66935.31,1,20,14,1,0.777
TRAIN-05216,False,125,43361.8,1,54,12,4,0.51
TRAIN-05217,False,158,57551.41,0,36,14,1,0.973
TRAIN-05218,False,300,42014.14,0,50,17,1,0.978
TRAIN-05219,False,40,41703.99,1,84,20,2,0.495
TRAIN-05220,False,80,35762.43,0,28,13,5,0.388
TRAIN-05221,False,200,47492.27,0,13,19,2,1.093
TRAIN-05222,False,31,9193.47,2,17,8,2,0.12
TRAIN-05223,False,131,66226.79,5,22,19,1,1.75
TRAIN-05224,False,271,41967.05,0,27,12,2,1.531
TRAIN-05225,False,142,20342.67,0,15,15,1,0.225
TRAIN-05226,False,76,6761.93,0,43,14,6,0.151
TRAIN-05227,False,291,25267.51,1,21,8,3,0.39
TRAIN-05228,False,154,13882.57,1,38,18,1,0.418
TRAIN-05229,False,188,6057.28,1,15,19,1,0.098
TRAIN-05230,False,313,13435.99,0,49,15,1,0.193
TRAIN-05231,False,257,74306.94,0,56,12,2,1.006
TRAIN-05232,False,319,46564.92,3,47,9,2,0.523
TRAIN-05233,False,32,35121.47,3,33,17,9,0.476
TRAIN-05234,False,271,16907.97,0,72,11,6,0.183
TRAIN-05235,False,25,25800.52,1,71,11,1,0.32
TRAIN-05236,False,40,2415.47,1,17,14,2,0.051
TRAIN-05237,False,123,55837.59,1,87,18,7,1.16
TRAIN-05238,False,25,74090.06,1,34,19,1,1.31
TRAIN-05239,False,303,29499.61,2,48,19,1,0.505
TRAIN-05240,False,159,45731.63,3,18,8,2,0.74
TRAIN-05241,False,359,47347.54,0,1,19,1,0.571
TRAIN-05242,False,225,6722.58,1,13,9,6,0.138
TRAIN-05243,False,72,54672.47,0,53,7,1,1.24
TRAIN-05244,False,27,14449.86,5,21,23,6,0.202
TRAIN-05245,False,213,59295.59,4,65,13,3,1.772
TRAIN-05246,False,89,4975.8,0,10,14,4,0.07
TRAIN-05247,False,152,11005.24,0,59,18,4,0.154
TRAIN-05248,False,326,56557.68,1,33,11,1,1.909
TRAIN-05249,False,35,21800.86,0,34,10,1,0.837
TRAIN-05250,False,244,17101.43,1,31,23,6,0.569
TRAIN-05251,False,182,43621.74,0,90,16,4,0.558
TRAIN-05252,False,308,20857.91,5,84,21,3,0.509
TRAIN-05253,False,251,52823.41,1,21,13,1,1.087
TRAIN-05254,False,245,43321.22,2,76,23,5,1.065
TRAIN-05255,False,228,32873.86,1,80,9,1,0.476
TRAIN-05256,False,310,20808.27,2,13,16,1,0.452
TRAIN-05257,False,118,42950.14,5,43,19,4,0.474
TRAIN-05258,False,272,26989.57,1,52,18,2,1.033
TRAIN-05259,False,317,31726.21,0,86,20,6,0.583
TRAIN-05260,False,249,24835.68,0,21,8,1,0.397
TRAIN-05261,False,67,29511.78,2,48,15,5,0.636
TRAIN-05262,False,54,39716.57,3,16,14,2,0.845
TRAIN-05263,False,257,26503.47,2,81,13,2,0.5
TRAIN-05264,False,173,12232.08,0,31,21,4,0.149
TRAIN-05265,False,303,25148.47,3,53,17,4,0.511
TRAIN-05266,False,115,36695.13,3,71,17,4,0.452
TRAIN-05267,False,170,6165.62,0,42,23,5,0.109
TRAIN-05268,False,304,63504.8,0,84,21,5,0.765
TRAIN-05269,False,81,63967.89,1,81,11,3,0.952
TRAIN-05270,False,220,24917.77,0,79,18,2,0.328
TRAIN-05271,False,300,71290.55,1,6,10,1,1.705
TRAIN-05272,False,265,25786.72,0,0,7,3,0.315
TRAIN-05273,False,176,42991.08,0,16,15,1,0.639
TRAIN-05274,False,164,35499.02,0,88,23,2,0.455
TRAIN-05275,False,104,50840.76,1,61,18,4,1.016
TRAIN-05276,False,315,21681.86,0,16,19,4,0.814
TRAIN-05277,False,31,38578.59,0,50,13,1,0.422
TRAIN-05278,False,40,5636.61,1,67,21,1,0.157
TRAIN-05279,False,92,48977.67,4,77,12,3,0.637
TRAIN-05280,False,22,21870.73,2,78,8,2,0.256
TRAIN-05281,False,197,4096.09,0,86,13,1,0.048
TRAIN-05282,False,150,21462.17,1,38,13,2,0.252
TRAIN-05283,False,221,4539.5,0,2,12,1,0.075
TRAIN-05284,False,284,40751.4,2,87,8,1,0.947
TRAIN-05285,False,213,36671.46,5,52,21,7,0.438
TRAIN-05286,False,233,18392.52,1,58,18,2,0.36
TRAIN-05287,False,170,46502.26,0,32,22,1,0.934
TRAIN-05288,False,357,19133.81,0,14,9,6,0.539
TRAIN-05289,False,320,15721.75,0,26,13,5,0.241
TRAIN-05290,False,70,14814.48,0,83,8,1,0.195
TRAIN-05291,False,36,23693.79,2,40,16,4,0.873
TRAIN-05292,False,12,11172.58,0,55,10,5,0.197
TRAIN-05293,False,198,33281.22,2,40,9,4,0.704
TRAIN-05294,False,260,36074.64,0,53,15,3,0.832
TRAIN-05295,False,131,49737.24,1,74,20,1,1.306
TRAIN-05296,False,145,4499.17,1,61,11,2,0.06
TRAIN-05297,False,81,17552.29,2,46,22,3,0.297
TRAIN-05298,False,58,12480.2,1,68,14,2,0.151
TRAIN-05299,False,309,67103.87,1,75,15,5,1.294
TRAIN-05300,False,43,29114.93,2,79,8,4,0.376
TRAIN-05301,False,142,23860.76,3,84,15,10,0.415
TRAIN-05302,False,165,11256.28,3,0,6,1,0.115
TRAIN-05303,False,87,23085.35,0,67,18,2,0.44
TRAIN-05304,False,131,37281.43,0,8,22,3,0.454
TRAIN-05305,False,307,51718.26,2,15,15,2,0.542
TRAIN-05306,False,316,51090.72,0,62,10,4,0.53
TRAIN-05307,False,23,55846.33,4,89,6,1,0.727
TRAIN-05308,False,342,6215.48,1,4,21,1,0.08
TRAIN-05309,False,217,3695.52,0,52,9,1,0.078
TRAIN-05310,False,250,44261.71,0,87,8,2,0.981
TRAIN-05311,False,247,24609.22,0,44,15,3,0.312
TRAIN-05312,False,365,69158.41,3,16,23,4,1.12
TRAIN-05313,False,258,25714.55,0,45,7,2,0.282
TRAIN-05314,False,267,70197.5,0,45,20,1,1.422
TRAIN-05315,False,213,50962.05,0,53,19,3,0.742
TRAIN-05316,False,155,73536.35,1,53,13,2,1.324
TRAIN-05317,False,8,25951.82,3,40,9,3,0.769
TRAIN-05318,False,37,16821.72,1,53,12,1,0.378
TRAIN-05319,False,191,69867.42,1,47,18,3,2.325
TRAIN-05320,False,66,6573.55,0,90,19,6,0.112
TRAIN-05321,False,160,42074.2,2,49,21,3,0.653
TRAIN-05322,False,293,56647.99,1,77,19,4,1.804
TRAIN-05323,False,218,69763.71,0,20,21,3,1.568
TRAIN-05324,False,105,29456.75,3,23,11,4,0.342
TRAIN-05325,False,41,31935.74,0,0,9,1,0.692
TRAIN-05326,False,301,68795.22,2,14,21,2,0.702
TRAIN-05327,False,311,7240.52,3,54,13,2,0.095
TRAIN-05328,False,9,62845.69,0,44,13,5,2.481
TRAIN-05329,False,77,13446.37,0,24,17,2,0.332
TRAIN-05330,False,181,37029.74,0,79,15,1,0.525
TRAIN-05331,False,159,60128.88,0,38,6,5,0.768
TRAIN-05332,False,112,64208.3,0,26,6,1,1.858
TRAIN-05333,False,269,13471.55,1,88,18,1,0.159
TRAIN-05334,False,66,51421.55,0,43,19,1,0.77
TRAIN-05335,False,354,56583.29,0,31,23,1,0.641
TRAIN-05336,False,345,52915.86,1,64,19,8,0.709
TRAIN-05337,False,288,25445.64,4,85,8,4,0.794
TRAIN-05338,False,84,37937.49,0,62,6,5,0.933
TRAIN-05339,False,201,32080.46,0,50,15,2,0.509
TRAIN-05340,False,333,18846.62,1,41,22,1,0.732
TRAIN-05341,False,103,73299.74,1,6,11,3,1.046
TRAIN-05342,False,16,62528.92,1,27,17,3,1.569
TRAIN-05343,False,56,49681.2,0,32,16,1,0.648
TRAIN-05344,False,353,25086.66,1,12,16,1,0.294
TRAIN-05345,False,128,4561.34,1,58,23,1,0.054
TRAIN-05346,False,65,52725.16,2,42,10,1,0.592
TRAIN-05347,False,150,59763.5,1,64,17,1,0.754
TRAIN-05348,False,259,18227.94,1,21,6,6,0.597
TRAIN-05349,False,62,21102.02,1,63,19,1,0.666
TRAIN-05350,False,205,54578.24,1,45,20,2,1.071
TRAIN-05351,False,261,67715.84,0,17,18,1,1.002
TRAIN-05352,False,168,49412.89,2,72,6,6,0.511
TRAIN-05353,False,289,23216.63,3,74,15,1,0.261
TRAIN-05354,False,132,55656.36,0,61,19,5,1.809
TRAIN-05355,False,122,68932.49,1,55,16,3,2.628
TRAIN-05356,False,18,53174.02,1,11,17,3,0.673
TRAIN-05357,False,228,38909.84,0,26,17,7,0.476
TRAIN-05358,False,97,29079.93,0,14,15,1,0.4
TRAIN-05359,False,16,31422.59,0,41,13,2,0.403
TRAIN-05360,False,253,40350.65,5,56,10,1,1.137
TRAIN-05361,False,115,69518.01,2,70,23,1,2.317
TRAIN-05362,False,6,56997.2,1,54,18,5,0.997
TRAIN-05363,False,113,33494.22,4,25,20,1,0.403
